,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
1175,otter,Why are sea otters nearly extinct?,They've been hunted for their fur,hard,hard,data/set1/a7
1176,otter,Why are sea otters nearly extinct?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them",hard,hard,data/set1/a7
1177,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,roadkill deaths,hard,hard,data/set1/a7
1178,otter,What is one of the challenges of re-establishing a population of Eurasian otters in the UK?,Roadkill deaths have become one of the significant threats to the success of their re-establishment. ,hard,hard,data/set1/a7
1179,otter,Is otter a kind of mammal?,yes,easy,easy,data/set1/a7
1180,otter,Is otter a kind of mammal?,Yes.,easy,easy,data/set1/a7
1181,otter,How many species and genera does otter have?,13 species and 7 genera,easy,easy,data/set1/a7
1182,otter,How many species and genera does otter have?,13 species in 7 genera.,easy,medium,data/set1/a7
1183,otter,Do otters live in water?,yes,easy,hard,data/set1/a7
1184,otter,Do otters live in water?,Yes.,easy,easy,data/set1/a7
1185,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds. ",medium,easy,data/set1/a7
1186,otter,What do river otters eat?,"River otters eat a variety of fish and shellfish, as well as small land mammals and birds.",medium,medium,data/set1/a7
1187,otter,Where do sea otters live?,Sea otters (Enhydra lutris) live along the Pacific coast of North America. ,medium,easy,data/set1/a7
1188,otter,Where do sea otters live?,The sea otter lives actually in the sea. ,medium,medium,data/set1/a7
1189,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. ",medium,easy,data/set1/a7
1190,otter,"Where does the word ""otter"" derive from?","The word ""otter"" derives from the Old English word otr, otor or oter. This and cognate words in other Indo-European languages ultimately stem from a root which also gave rise to the English words ""water"", ""wet"" and ""winter"". ",medium,medium,data/set1/a7
1191,otter,Does otter give birth or lay egg?,give birth,hard,too hard,data/set1/a7
1192,otter,What drives sea otter almost to extinction?,Humans hunted them almost to extinction. ,hard,medium,data/set1/a7
1193,otter,What drives sea otter almost to extinction?,"Sea otters have some 200,000 hairs per square cm of skin, a rich fur for which humans hunted them almost to extinction. ",hard,medium,data/set1/a7
1194,otter,Why otters are considered as totem animals?,"The time of year associated with this is also associated with the Aquarius sign of the Zodiac, through which the sun passes January 20-February 19. ",hard,hard,data/set1/a7
1195,otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,data/set1/a7
1196,otter,Do sea otters live along the Pacific coast?,Yes,easy,easy,data/set1/a7
1197,otter,Are otters totem animals?,Yes,easy,easy,data/set1/a7
1198,otter,Are otters herbivores?,No,easy,easy,data/set1/a7
1199,otter,Are otters herbivores?,No,easy,hard,data/set1/a7
1200,otter,What is the primary item in an otter's diet?,Fish.,medium,medium,data/set1/a7
1201,otter,What is the primary item in an otter's diet?,fish,medium,medium,data/set1/a7
1202,otter,What is an otter's den called?,Holt,medium,medium,data/set1/a7
1203,otter,What is an otter's den called?,holt,medium,medium,data/set1/a7
1204,otter,Why is the giant otter becoming increasingly rare?,"Poaching, habitat loss, and toxins in gold mining.  ",medium,hard,data/set1/a7
1205,otter,Why is the giant otter becoming increasingly rare?,"poaching, habitat loss, and the use of mercury in illegal alluvial gold mining",medium,medium,data/set1/a7
1206,otter,How do otters keep themselves warm without blubber?,A layer of air trapped in their fur.  ,hard,hard,data/set1/a7
1207,otter,How do otters keep themselves warm without blubber?,a layer of air trapped in their fur,hard,hard,data/set1/a7
1208,otter,How are otters playful animals?,"The slide down snowy slopes, apparently for sheer enjoyment.  ",hard,hard,data/set1/a7
1209,otter,How are otters playful animals?,They slide repeatedly down snowy slopes for sheer enjoyment.,hard,hard,data/set1/a7
1210,otter,What animals are related to otters?,"weasels, polecats, and badgers",hard,hard,data/set1/a7
1223,penguin,Do penguins feed on krill?,yes,easy,easy,data/set1/a3
1224,penguin,Do penguins feed on krill?,yes,easy,easy,data/set1/a3
1225,penguin,What is the largest living species of penguin?,Emperor Penguin,easy,medium,data/set1/a3
1226,penguin,What is the largest living species of penguin?,the Emperor Penguin (Aptenodytes forsteri),easy,medium,data/set1/a3
1227,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,data/set1/a3
1228,penguin,Do penguins live almost exclusively in the Southern Hemisphere?,yes,easy,easy,data/set1/a3
1229,penguin,"What is ""tobogganing""?",when penguins slide on their bellies across the snow,medium,hard,data/set1/a3
1230,penguin,"What is ""tobogganing""?",Tobogganing is when penguins slide on their bellies across the snow.,medium,hard,data/set1/a3
1231,penguin,Why are penguins countershaded?,for camouflage,medium,hard,data/set1/a3
1232,penguin,Why are penguins countershaded?,for camouflage,medium,hard,data/set1/a3
1233,penguin,Are penguins afraid of humans?,no,medium,medium,data/set1/a3
1234,penguin,Are penguins afraid of humans?,no,medium,medium,data/set1/a3
1235,penguin,How much time to penguins spend on land?,half of their life,hard,hard,data/set1/a3
1236,penguin,How much time to penguins spend on land?,They spend half of their life on land.,hard,medium,data/set1/a3
1237,penguin,How many species of penguins are there?,between 17 and 20 living species,hard,medium,data/set1/a3
1238,penguin,How many species of penguins are there?,"Penguin biodiversity varies between 17 and 20 living species, all in the subfamily Spheniscinae.",hard,hard,data/set1/a3
1239,penguin,How are Isabelline penguins different from most penguins?,they have brown rather than black plumage,hard,hard,data/set1/a3
1240,penguin,How are Isabelline penguins different from most penguins?,Because they are born with brown rather than black plumage.,hard,hard,data/set1/a3
1241,penguin,Are penguins birds?,yes,easy,easy,data/set1/a3
1242,penguin,Are penguins birds?,Yes,easy,easy,data/set1/a3
1243,penguin,Do penguins have a better than average sense of hearing for birds?,yes,easy,easy,data/set1/a3
1244,penguin,Do penguins have a better than average sense of hearing for birds?,No,easy,easy,data/set1/a3
1245,penguin,"Are penguins considered ""higher waterbirds""?",yes,easy,easy,data/set1/a3
1246,penguin,"Are penguins considered ""higher waterbirds""?",Yes,easy,easy,data/set1/a3
1247,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,data/set1/a3
1248,penguin,What order do penguins belong to?,Sphenisciformes,medium,medium,data/set1/a3
1249,penguin,What is the largest living species of penguin?,Emperor Penguin,medium,medium,data/set1/a3
1250,penguin,What is the largest living species of penguin?,Emperor,medium,medium,data/set1/a3
1251,penguin,How tall were the tallest prehistoric penguins?,1.80 meters,medium,medium,data/set1/a3
1252,penguin,How tall were the tallest prehistoric penguins?,as tall as an adult human,medium,hard,data/set1/a3
1253,penguin,What makes penguins so agile in the water?,Their wings have become flippers,hard,hard,data/set1/a3
1254,penguin,What makes penguins so agile in the water?,"Smooth plumage preserves a layer of air, ensuring buoyancy, wings are flippers",hard,hard,data/set1/a3
1255,penguin,"Why do penguins ""tobaggan""?",It conserves energy while moving quickly,hard,hard,data/set1/a3
1256,penguin,"Why do penguins ""tobaggan""?",Conserves energy while moving quickly,hard,hard,data/set1/a3
1273,polar_bear,What is the last word on the page?,Connecticut,easy,too easy,data/set1/a4
1274,polar_bear,What is the last word on the page?,(SSN-22),easy,too hard,data/set1/a4
1275,polar_bear,Is polar bear a mammal?,Yes,easy,easy,data/set1/a4
1276,polar_bear,Is polar bear a mammal?,Yes,easy,easy,data/set1/a4
1277,polar_bear,Is polar bear a carnivore?,Yes,easy,easy,data/set1/a4
1278,polar_bear,Is polar bear a carnivore?,Yes,easy,easy,data/set1/a4
1279,polar_bear,What is largest polar bear on record?,2200 lb,medium,medium,data/set1/a4
1280,polar_bear,What is largest polar bear on record?,"A huge male, allegedly weighing 1002 kg (2200 lb) shot at Kotzebue Sound in northwestern Alaska in 1960.",medium,medium,data/set1/a4
1281,polar_bear,What is polar bear's skin color?,white or cream,medium,easy,data/set1/a4
1282,polar_bear,What is polar bear's skin color?,Black,medium,easy,data/set1/a4
1283,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,data/set1/a4
1284,polar_bear,How long is polar bear's guard hair?,5-15 cm,medium,medium,data/set1/a4
1285,polar_bear,What is cause of polar bear's skin diseases?,mites or other parasites,hard,medium,data/set1/a4
1286,polar_bear,What is cause of polar bear's skin diseases?,Mites or other parasites,hard,medium,data/set1/a4
1287,polar_bear,Why polar bear is a special species?,"The World Conservation Union listed polar bears as a vulnerable species, one of three sub-categories of threatened status, in May 2006. Their latest estimate is that 7 out of 19 subpopulations are declining or already severely reduced.",hard,too hard,data/set1/a4
1288,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear about 200 thousand years ago.,hard,medium,data/set1/a4
1289,polar_bear,What do fossil and DNA evidence tell us?,The polar bear diverged from the brown bear roughly 200 thousand years ago.,hard,medium,data/set1/a4
1290,polar_bear,Does a polar bear live in the Arctic?,yes,easy,easy,data/set1/a4
1291,polar_bear,Does a polar bear live in the Arctic?,Yes,easy,easy,data/set1/a4
1292,polar_bear,Is a polar bear white in color?,yes,easy,medium,data/set1/a4
1293,polar_bear,Is a polar bear white in color?,Yes,easy,easy,data/set1/a4
1294,polar_bear,Is a polar bear at high risk of extinction?,yes,easy,easy,data/set1/a4
1295,polar_bear,Is a polar bear at high risk of extinction?,Yes,easy,easy,data/set1/a4
1296,polar_bear,How heavy is a male polar bear?,300-600 kg (660-1320 lb),medium,medium,data/set1/a4
1297,polar_bear,How heavy is a male polar bear?,Most adult males weigh 350-650 kg,medium,too hard,data/set1/a4
1298,polar_bear,How heavy was the largest polar bear on record?,1002 kg (2200 lb) ,medium,medium,data/set1/a4
1299,polar_bear,How heavy was the largest polar bear on record?,He allegedly weighed 1002 kg,medium,medium,data/set1/a4
1300,polar_bear,What does a polar bear's fur provide?,It provides the animal with effective camouflage.,medium,medium,data/set1/a4
1301,polar_bear,What does a polar bear's fur provide?,A polar bear's fur provides camouflage and insulation,medium,medium,data/set1/a4
1302,polar_bear,Do female polar bears weight more than the male?,no,hard,medium,data/set1/a4
1303,polar_bear,Do female polar bears weight more than the male?,No,hard,easy,data/set1/a4
1304,polar_bear,How much weight do female polar bears gain during pregnancy?,They gain double their weight.,hard,medium,data/set1/a4
1305,polar_bear,How much weight do female polar bears gain during pregnancy?,They double their weight during pregnancy,hard,medium,data/set1/a4
1306,polar_bear,Can polar bears be seen under infrared photography?,Polar bears are nearly invisible under infrared photography.,hard,easy,data/set1/a4
1307,polar_bear,Can polar bears be seen under infrared photography?,Only their breath and muzzles can be easily seen,hard,hard,data/set1/a4
1321,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,No.,easy,easy,data/set2/a3
1322,Qatar,Does Qatar rank as the eighth richest country in the world per capita?,no,easy,easy,data/set2/a3
1323,Qatar,Do nearly all Qataris profess Islam?,Yes.,easy,easy,data/set2/a3
1324,Qatar,Do nearly all Qataris profess Islam?,yes,easy,easy,data/set2/a3
1325,Qatar,Can women legally drive in Qatar?,Yes.,easy,easy,data/set2/a3
1326,Qatar,Can women legally drive in Qatar?,yes,easy,easy,data/set2/a3
1327,Qatar,When did Qatar become an independent state?,"September 3, 1971.",medium,medium,data/set2/a3
1328,Qatar,When did Qatar become an independent state?,"September 3, 1971",medium,medium,data/set2/a3
1329,Qatar,Where is Qatar's telecommunication system centered?,Doha.,medium,medium,data/set2/a3
1330,Qatar,Where is Qatar's telecommunication system centered?,Doha,medium,medium,data/set2/a3
1331,Qatar,Where did a suicide-bombing kill a teacher in 2005?,At the Doha Players Theatre.,medium,medium,data/set2/a3
1332,Qatar,Where did a suicide-bombing kill a teacher in 2005?,Doha Players Theatre,medium,medium,data/set2/a3
1333,Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,Yes.,hard,hard,data/set2/a3
1334,Qatar,Does the native pronunciation of Qatar sound like 'cutter'?,no,hard,hard,data/set2/a3
1335,Qatar,What is the Arabic word for municipalities?,baladiyah.,hard,hard,data/set2/a3
1336,Qatar,What is the Arabic word for municipalities?,baladiyah,hard,hard,data/set2/a3
1337,Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University's Weill Medical College.",hard,hard,data/set2/a3
1338,Qatar,What universities are in Education City?,"Carnegie Mellon University, Georgetown University School of Foreign Service, Texas A&M University, Virginia Commonwealth University, and Cornell University",hard,hard,data/set2/a3
1355,Romania,Does Romania border Hungary?,Yes.,easy,medium,data/set2/a7
1356,Romania,Does Romania border Hungary?,yes,easy,easy,data/set2/a7
1357,Romania,Is Romania a secular state?,Yes.,easy,easy,data/set2/a7
1358,Romania,Is Romania a secular state?,yes,easy,easy,data/set2/a7
1359,Romania,Is the president elected by popular vote?,Yes.,easy,easy,data/set2/a7
1360,Romania,Is the president elected by popular vote?,yes,easy,easy,data/set2/a7
1361,Romania,How many counties is Romania divided into?,41.,medium,medium,data/set2/a7
1362,Romania,How many counties is Romania divided into?,forty-one,medium,medium,data/set2/a7
1363,Romania,What is the highest mountain in Romania?,Moldoveanu Peak.,medium,medium,data/set2/a7
1364,Romania,What is the highest mountain in Romania?,Moldoveanu Peak,medium,medium,data/set2/a7
1365,Romania,What is the official language of Romania?,Romanian.,medium,medium,data/set2/a7
1366,Romania,What is the official language of Romania?,Romanian,medium,medium,data/set2/a7
1367,Romania,Is the Romanian economy doing well?,Yes.,hard,too hard,data/set2/a7
1368,Romania,Are there many Roma in Romania?,No.,hard,too hard,data/set2/a7
1369,Romania,Are there many Roma in Romania?,no,hard,too hard,data/set2/a7
1370,Romania,How many territories joined to form Romania?,2.,hard,too hard,data/set2/a7
1371,Romania,How many territories joined to form Romania?,2,hard,too hard,data/set2/a7
1372,Romania,Does Romania share a border with Ukraine?,yes,easy,easy,data/set2/a7
1373,Romania,Does Romania share a border with Ukraine?,Yes,easy,easy,data/set2/a7
1374,Romania,Did Romania declare neutrality during World War I?,yes,easy,easy,data/set2/a7
1375,Romania,Did Romania declare neutrality during World War I?,Yes,easy,easy,data/set2/a7
1376,Romania,Does Romania share the same language with Moldova?,yes,easy,easy,data/set2/a7
1377,Romania,Does Romania share the same language with Moldova?,Practically,easy,medium,data/set2/a7
1378,Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,data/set2/a7
1379,Romania,"Who was the first gymnast to score a perfect ""ten""?",Nadia Comăneci,medium,medium,data/set2/a7
1380,Romania,What is the largest city in Romania?,Bucharest,medium,medium,data/set2/a7
1381,Romania,What is the largest city in Romania?,Bucharest,medium,medium,data/set2/a7
1382,Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,data/set2/a7
1383,Romania,What is the largest ethnic minority in Romania?,Hungarians,medium,medium,data/set2/a7
1384,Romania,How many countries in Europe are bigger than Romania?  ,eleven,hard,hard,data/set2/a7
1385,Romania,How many countries in Europe are bigger than Romania?  ,Eleven,hard,too hard,data/set2/a7
1386,Romania,Why doesn't Romania have a state religion?  ,Romania is a secular state,hard,hard,data/set2/a7
1387,Romania,Why wasn't Romania neutral during World War II?,it received a Soviet ultimatum,hard,hard,data/set2/a7
1388,Romania,Why wasn't Romania neutral during World War II?,The Soviets threatened invasion.,hard,hard,data/set2/a7
1403,Singapore,Do singaporeans enjoy squid?,"Yes, they do.",easy,easy,data/set2/a2
1404,Singapore,Do singaporeans enjoy squid?,yes,easy,easy,data/set2/a2
1406,Singapore,Did Singapore's standard of living decrease since independence?,"No, the standard living was raised.",easy,medium,data/set2/a2
1407,Singapore,Did Singapore's standard of living decrease since independence?,no,easy,easy,data/set2/a2
1409,Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,"No, it contributed 1.56% to GDP in 2001.",easy,medium,data/set2/a2
1410,Singapore,Did the media contribute 15.6% to Singapore's GDP in 2001?,no,easy,easy,data/set2/a2
1412,Singapore,How many people use the bus network daily?,More than 2.78 million people.,medium,easy,data/set2/a2
1413,Singapore,How many people use the bus network daily?,2.78 million people,medium,medium,data/set2/a2
1415,Singapore,Where did Orang Laut people live?,"Orang Laut people lived around the coast, rivers and smaller islands.",medium,easy,data/set2/a2
1416,Singapore,Where did Orang Laut people live?,"Several hundred indigenous Orang Laut people also lived around the coast, rivers and smaller islands.",medium,medium,data/set2/a2
1418,Singapore,What is the MRT?,One of three heavy rail passenger transport lines in Singapore.,medium,medium,data/set2/a2
1419,Singapore,What is the MRT?,Mass Rapid Transit system,medium,medium,data/set2/a2
1421,Singapore,How is Singapore's climate characterized?,Singapore has a tropical rainforest climate with no distinctive seasons.,hard,medium,data/set2/a2
1422,Singapore,How is Singapore's climate characterized?,"Its climate is characterized by uniform temperature and pressure, high humidity, and abundant rainfall",hard,medium,data/set2/a2
1424,Singapore,How much increase in the media's contribution to GDP is the government seeking?,The government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,data/set2/a2
1425,Singapore,How much increase in the media's contribution to GDP is the government seeking?,the government seeks to increase its GDP contribution to 3% by 2012. ,hard,medium,data/set2/a2
1427,Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,Six days,hard,medium,data/set2/a2
1428,Singapore,How many days did it take the Imperial Japanese Army to win the Battle of Singapore?,6 days,hard,hard,data/set2/a2
1430,Singapore,Is Singapore located at the southern tip of the Korean Penisula?,no,easy,easy,data/set2/a2
1431,Singapore,Is Singapore located at the southern tip of the Korean Penisula?,Yes.,easy,easy,data/set2/a2
1432,Singapore,Is Singapore a city-state?,yes,easy,easy,data/set2/a2
1433,Singapore,Is Singapore a city-state?,Yes.,easy,easy,data/set2/a2
1434,Singapore,Has Sang Nila Utama visited Singapore?,yes,easy,hard,data/set2/a2
1435,Singapore,Has Sang Nila Utama visited Singapore?,Yes.,easy,easy,data/set2/a2
1436,Singapore,"What does ""singa"" mean?",lion,medium,medium,data/set2/a2
1437,Singapore,When is the first record of settlement in Singapore?,second century AD,medium,easy,data/set2/a2
1438,Singapore,When is the first record of settlement in Singapore?,The first records of settlement in Singapore are from the second century AD.,medium,medium,data/set2/a2
1439,Singapore,Which nation invaded Singapore during World War II?,Japan,medium,hard,data/set2/a2
1440,Singapore,Which nation invaded Singapore during World War II?,"During World War II, the Imperial Japanese Army invaded Malaya, culminating in the Battle of Singapore.",medium,medium,data/set2/a2
1441,Singapore,"Why Churchill called the occupation of Singapor by Janpan during WWII ""Britain's greatest defeat""?",The British were defeated in six days,hard,hard,data/set2/a2
1442,Singapore,Was Lee Kuan Yew a successful leader of Singapore?,yes,hard,too hard,data/set2/a2
1443,Singapore,Was Lee Kuan Yew a successful leader of Singapore?,Yes.,hard,too hard,data/set2/a2
1444,Singapore,When did Goh Chok Tong succeed Lee as Prime Minister?,"In 1990, Goh Chok Tong succeeded Lee as Prime Minister.",easy,medium,data/set2/a2
1446,Singapore,What is the primary domestic source of water supply?,The primary domestic source of water supply in Singapore is rainfall.,easy,medium,data/set2/a2
1448,Singapore,What is the national language of Singapore?,The national language of Singapore is Malay.,easy,medium,data/set2/a2
1450,Singapore,Where is the National Orchid Garden?,Singapore Botanic Gardens.,medium,medium,data/set2/a2
1452,Singapore,Why are relations with Malaysia and Indonesia important?,"Due to obvious geographical reasons, relations with Malaysia and Indonesia are most important.",medium,medium,data/set2/a2
1454,Singapore,What is the most densely populated independent country in the world?,Monaco,medium,hard,data/set2/a2
1456,Singapore,Who did Sir Thomas Stamford Raffles work for?,British East India Company,hard,hard,data/set2/a2
1458,Singapore,When was Lee Kuan Yew prime minister of Singapore?,1959,hard,medium,data/set2/a2
1460,Singapore,What is the punishment for first-degree murder?,There are laws which allow capital punishment in Singapore for first-degree murder and drug trafficking.,hard,hard,data/set2/a2
1474,Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,data/set3/a7
1475,Theodore_Roosevelt,Was Thedore Roosevelt  a member of the Republican Party?,Yes,easy,easy,data/set3/a7
1476,Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,easy,data/set3/a7
1477,Theodore_Roosevelt,Does Theodore Roosevelt have a brother?,Yes,easy,medium,data/set3/a7
1478,Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,easy,data/set3/a7
1479,Theodore_Roosevelt,Did Theodore Roosevelt go to Harvard?,Yes,easy,medium,data/set3/a7
1480,Theodore_Roosevelt,Where was Theodore Roosevelt born?,28 East 20th Street in the modern-day Gramercy section of New York City,medium,medium,data/set3/a7
1481,Theodore_Roosevelt,Where was Theodore Roosevelt born?,"a four-story brownstone at 28 East 20th Street, in the modern-day Gramercy section of New York City",medium,easy,data/set3/a7
1482,Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,Roosevelt took up exercise,medium,hard,data/set3/a7
1483,Theodore_Roosevelt,What did Roosevelt do to improve his physical condition?,He started boxing,medium,hard,data/set3/a7
1484,Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,medium,medium,data/set3/a7
1485,Theodore_Roosevelt,Why did Roosevelt start Boxing lessons?,To deal with bullies,medium,medium,data/set3/a7
1486,Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie as a child and Bye as an adult,hard,medium,data/set3/a7
1487,Theodore_Roosevelt,What was the nickname of Theodore Roosevelt's sister Anna?,Bamie,hard,medium,data/set3/a7
1488,Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,Noting that his children had been educated with other races and there was nothing wrong with it,hard,too hard,data/set3/a7
1489,Theodore_Roosevelt,What was Roosevelt's justification for supporting desegregation of schools in New York?,that his children had been educated with other races and there was nothing wrong with it,hard,hard,data/set3/a7
1490,Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,mixing of the races on social occassions,hard,hard,data/set3/a7
1491,Theodore_Roosevelt,How did newspapers respond to Roosevelt inviting Brooker T. Washington to dinner at the White House?,They outraged.,hard,hard,data/set3/a7
1492,Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No,easy,easy,data/set3/a7
1493,Theodore_Roosevelt,Did Theodore Roosevelt study Judo?,No clue,easy,easy,data/set3/a7
1494,Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,yes,easy,hard,data/set3/a7
1495,Theodore_Roosevelt,Did Roosevelt receive a Medal of Honor?,nein,easy,hard,data/set3/a7
1496,Theodore_Roosevelt,Did Roosevelt study biology?,yes,easy,easy,data/set3/a7
1497,Theodore_Roosevelt,Did Roosevelt study biology?,He was strong in biology.,easy,medium,data/set3/a7
1498,Theodore_Roosevelt,Where was Theodore Roosevelt from?,Gramercy section of New York City,medium,hard,data/set3/a7
1499,Theodore_Roosevelt,Where was Theodore Roosevelt from?,New York City,medium,medium,data/set3/a7
1500,Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero.,medium,medium,data/set3/a7
1501,Theodore_Roosevelt,Who was Roosevelt's presidential hero?,Lincoln was Roosevelt's presidential hero,medium,easy,data/set3/a7
1502,Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep.",medium,medium,data/set3/a7
1503,Theodore_Roosevelt,When did Roosevelt die?,"On January 6, 1919, Roosevelt died in his sleep.",medium,medium,data/set3/a7
1504,Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Financed by Andrew Carnegie and his own proposed writings,hard,hard,data/set3/a7
1505,Theodore_Roosevelt,Who helped to fund Roosevelt's African safari?,Andrew Carnegie,hard,medium,data/set3/a7
1506,Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,yes,hard,too hard,data/set3/a7
1507,Theodore_Roosevelt,Did Roosevelt support racial integration in schools?,He supported a bill allowing school desegregation in New York State.,hard,hard,data/set3/a7
1508,Theodore_Roosevelt,Was Roosevelt's family rich?,yes,hard,hard,data/set3/a7
1510,turtle,Are turtles ectothermic?,Yes,easy,easy,data/set1/a9
1511,turtle,Are turtles ectothermic?,yes,easy,easy,data/set1/a9
1512,turtle,Does the mother care for the young?,No,easy,medium,data/set1/a9
1513,turtle,Does the mother care for the young?,no,easy,medium,data/set1/a9
1514,turtle,Are turtles pets?,Yes,easy,medium,data/set1/a9
1515,turtle,Are turtles pets?,yes,easy,easy,data/set1/a9
1516,turtle,What shape are the eggs of the larest species of turtle?,Spherical,medium,medium,data/set1/a9
1517,turtle,What shape are the eggs of the larest species of turtle?,spherical,medium,medium,data/set1/a9
1518,turtle,How often do turtles breed?,Every few years or more,medium,medium,data/set1/a9
1519,turtle,What do all turtles and tortoises breathe?,air,medium,easy,data/set1/a9
1520,turtle,What do all turtles and tortoises breathe?,air,medium,medium,data/set1/a9
1521,turtle,How do turtles reproduce?,They lay eggs,hard,too hard,data/set1/a9
1522,turtle,How do turtles reproduce?,they lay eggs,hard,hard,data/set1/a9
1523,turtle,What has been discovered about turtles organs?,They do not gradually break down or become less efficient over time,hard,hard,data/set1/a9
1524,turtle,What has been discovered about turtles organs?,they do not break down,hard,hard,data/set1/a9
1525,turtle,What suborder of turtle draws its head into its shell?,Pleurodira,hard,hard,data/set1/a9
1526,turtle,What suborder of turtle draws its head into its shell?,Pleurodira,hard,hard,data/set1/a9
1527,turtle,Do sea turtles lay eggs on dry sandy beaches?,Yes,easy,easy,data/set1/a9
1528,turtle,Do sea turtles lay eggs on dry sandy beaches?,yes,easy,easy,data/set1/a9
1529,turtle,Are Pleurodira known as side-necked turtles?,Yes,easy,easy,data/set1/a9
1530,turtle,Are Pleurodira known as side-necked turtles?,yes,easy,easy,data/set1/a9
1531,turtle,Are turtles a part of the Flying Spaghetti Monster?,*shrug*,easy,easy,data/set1/a9
1532,turtle,How many suborders are turtles divided into?,Three.,medium,medium,data/set1/a9
1533,turtle,How many suborders are turtles divided into?,three,medium,medium,data/set1/a9
1534,turtle,Name a turtle popularly kept as a pet.,Russian Tortoises,medium,hard,data/set1/a9
1535,turtle,Name a turtle popularly kept as a pet.,Russian Tortoises,medium,hard,data/set1/a9
1536,turtle,Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",medium,medium,data/set1/a9
1537,turtle,Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",medium,hard,data/set1/a9
1538,turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle.,hard,hard,data/set1/a9
1539,turtle,"If a turtle egg was kept warm, what would likely hatch?",A female turtle,hard,too hard,data/set1/a9
1540,turtle,What do turles use to breathe in the water?,Papillae,hard,hard,data/set1/a9
1541,turtle,Why are side-necked turtles called side-necked turtles?,Because of the way they withdraw their heads into their shells.,hard,medium,data/set1/a9
1542,turtle,Why are side-necked turtles called side-necked turtles?,The way they withdraw their heads into their shells.,hard,hard,data/set1/a9
1543,turtle,Do turtles lay eggs underwater?,No,easy,easy,data/set1/a9
1544,turtle,Do turtles lay eggs underwater?,no,easy,easy,data/set1/a9
1545,turtle,Are turtle eggs leathery and soft?,Yes,easy,easy,data/set1/a9
1546,turtle,Are turtle eggs leathery and soft?,yes,easy,easy,data/set1/a9
1547,turtle,Are turtles being examined for longevity genes?,Yes,easy,easy,data/set1/a9
1548,turtle,Are turtles being examined for longevity genes?,yes,easy,easy,data/set1/a9
1549,turtle,What suborder of turtles is extinct?,Paracryptodira,medium,medium,data/set1/a9
1550,turtle,What suborder of turtles is extinct?,Paracryptodira,medium,medium,data/set1/a9
1551,turtle,What do turtle eggs preared to eat consist mainly of?,Yolk,medium,medium,data/set1/a9
1552,turtle,Where do sea turtles lay their eggs?,Holes Dug into the Mud or Sand,medium,medium,data/set1/a9
1553,turtle,Where do sea turtles lay their eggs?,holes dug into mud or sand,medium,hard,data/set1/a9
1554,turtle,What is the smallest suborder of turtles?,Pleurodira,hard,medium,data/set1/a9
1555,turtle,What is the smallest suborder of turtles?,Pleurodira,hard,hard,data/set1/a9
1556,turtle,What are turtle eggs covered in when they incubate?,Mud or Sand,hard,hard,data/set1/a9
1557,turtle,What are turtle eggs covered in when they incubate?,mud or sand,hard,hard,data/set1/a9
