sentence_index,sentence,phrase,phrase_id,sentiment_value,sentiment_class,sentiment_cls_value,splitset_label
3051,She boxes these women 's souls right open for us .,She boxes these women 's souls right open for us .,68736,0.75,Positive,3,1
3052,A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,62985,0.94444,Very_Positive,4,1
3053,"Throughout , Mr. Audiard 's direction is fluid and quick .","Throughout , Mr. Audiard 's direction is fluid and quick .",226744,0.77778,Positive,3,1
3054,A dashing and absorbing outing with one of France 's most inventive directors .,A dashing and absorbing outing with one of France 's most inventive directors .,62907,0.77778,Positive,3,1
3055,"It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .","It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .",66479,0.77778,Positive,3,1
3056,"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .","... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",62576,0.73611,Positive,3,1
3057,The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .,The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .,226177,0.88889,Very_Positive,4,1
3058,Nachtwey clears the cynicism right out of you .,Nachtwey clears the cynicism right out of you .,225089,0.56944,Neutral,2,1
3059,He makes you realize that deep inside righteousness can be found a tough beauty .,He makes you realize that deep inside righteousness can be found a tough beauty .,65962,0.83333,Very_Positive,4,1
3060,What it lacks in substance it makes up for in heart .,What it lacks in substance it makes up for in heart .,70818,0.65278,Positive,3,1
3061,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .,68467,0.79167,Positive,3,1
3062,"With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone","With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",71002,0.41667,Neutral,2,1
3063,"In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .","In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .",66339,0.66667,Positive,3,1
3064,"The heart of the film is a touching reflection on aging , suffering and the prospect of death .","The heart of the film is a touching reflection on aging , suffering and the prospect of death .",69631,0.61111,Positive,3,1
3065,Will you go ape over this movie ?,Will you go ape over this movie ?,227168,0.54167,Neutral,2,1
3066,"Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .","Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .",70744,0.625,Positive,3,1
3067,Its director 's most substantial feature for some time .,Its director 's most substantial feature for some time .,66806,0.79167,Positive,3,1
3068,"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .","Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",65567,0.80556,Very_Positive,4,1
3069,"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .","The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",226169,0.84722,Very_Positive,4,1
3070,This movie is to be cherished .,This movie is to be cherished .,226685,0.91667,Very_Positive,4,1
3071,"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .","... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",62564,0.59722,Neutral,2,1
3072,"The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .","The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .",226489,0.91667,Very_Positive,4,1
3073,P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,225378,0.81944,Very_Positive,4,1
3074,"Twenty years later , E.T. is still a cinematic touchstone .","Twenty years later , E.T. is still a cinematic touchstone .",226833,0.88889,Very_Positive,4,1
3075,"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .","This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",70193,0.66667,Positive,3,1
3076,It 's virtually impossible to like any of these despicable characters .,It 's virtually impossible to like any of these despicable characters .,66691,0.31944,Negative,1,1
3077,"This is mostly well-constructed fluff , which is all it seems intended to be .","This is mostly well-constructed fluff , which is all it seems intended to be .",70238,0.52778,Neutral,2,1
3078,"Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .","Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .",65376,0.72222,Positive,3,1
3079,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,226209,0.5,Neutral,2,1
3081,"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .","Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",70698,0.61111,Positive,3,1
3082,There is no denying the power of Polanski 's film ...,There is no denying the power of Polanski 's film ...,70142,0.77778,Positive,3,1
3083,"The movie is amateurish , but it 's a minor treat .","The movie is amateurish , but it 's a minor treat .",69743,0.63889,Positive,3,1
3084,"This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .","This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",70180,0.79167,Positive,3,1
3085,Offers a persuasive look at a defeated but defiant nation in flux .,Offers a persuasive look at a defeated but defiant nation in flux .,67954,0.77778,Positive,3,1
3086,A return to pure Disney magic and is enjoyable family fare .,A return to pure Disney magic and is enjoyable family fare .,63326,0.88889,Very_Positive,4,1
3087,Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,69131,0.625,Positive,3,1
3088,A triumph of pure craft and passionate heart .,A triumph of pure craft and passionate heart .,63530,0.90278,Very_Positive,4,1
3089,"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .","Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",65836,0.93056,Very_Positive,4,1
3090,"Witty and often surprising , a dark little morality tale disguised as a romantic comedy .","Witty and often surprising , a dark little morality tale disguised as a romantic comedy .",71032,0.83333,Very_Positive,4,1
3091,"Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .","Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .",65354,0.70833,Positive,3,1
3092,Got a David Lynch jones ?,Got a David Lynch jones ?,223523,0.5,Neutral,2,1
3093,Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,226558,0.77778,Positive,3,1
3095,"Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .","Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",69121,0.31944,Negative,1,1
3096,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,224178,0.5,Neutral,2,1
3098,One of the very best movies ever made about the life of moviemaking .,One of the very best movies ever made about the life of moviemaking .,68019,0.84722,Very_Positive,4,1
3099,Rarely does such high-profile talent serve such literate material .,Rarely does such high-profile talent serve such literate material .,68338,0.69444,Positive,3,1
3100,An elegant and sly deadpan comedy .,An elegant and sly deadpan comedy .,63853,0.77778,Positive,3,1
3101,"The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .","The way the roundelay of partners functions , and the interplay within partnerships and among partnerships and the general air of Gator-bashing are consistently delightful .",70026,0.80556,Very_Positive,4,1
3102,"Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .","Land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .",67115,0.66667,Positive,3,1
3103,` Blue Crush ' swims away with the Sleeper Movie of the Summer award .,` Blue Crush ' swims away with the Sleeper Movie of the Summer award .,71192,0.73611,Positive,3,1
3104,"You 're not merely watching history , you 're engulfed by it .","You 're not merely watching history , you 're engulfed by it .",71122,0.88889,Very_Positive,4,1
3105,A chick flick for guys .,A chick flick for guys .,62837,0.41667,Neutral,2,1
3106,"It 's mildly entertaining , especially if you find comfort in familiarity .","It 's mildly entertaining , especially if you find comfort in familiarity .",66581,0.73611,Positive,3,1
3107,But it 's hardly a necessary enterprise .,But it 's hardly a necessary enterprise .,222763,0.30556,Negative,1,1
3108,"The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .","The Quiet American is n't a bad film , it 's just one that could easily wait for your pay per view dollar .",69347,0.33333,Negative,1,1
3109,"As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .","As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .",64092,0.44444,Neutral,2,1
3110,"In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .","In its treatment of the dehumanizing and ego-destroying process of unemployment , Time Out offers an exploration that is more accurate than anything I have seen in an American film .",66363,0.79167,Positive,3,1
3111,"Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .","Like an episode of MTV 's Undressed , with 20 times the creativity but without any more substance ... indulgently entertaining but could have and should have been deeper .",67260,0.47222,Neutral,2,1
3112,"A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .","A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .",63347,0.81944,Very_Positive,4,1
3113,"It 's not just a feel-good movie , it 's a feel movie .","It 's not just a feel-good movie , it 's a feel movie .",224213,0.68056,Positive,3,1
3114,"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .","You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",227293,0.83333,Very_Positive,4,1
3115,"It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .","It 's a piece of handiwork that shows its indie tatters and self-conscious seams in places , but has some quietly moving moments and an intelligent subtlety .",66489,0.68056,Positive,3,1
3116,"What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .","What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .",70820,0.77778,Positive,3,1
3117,"Watching these two actors play against each other so intensely , but with restraint , is a treat .","Watching these two actors play against each other so intensely , but with restraint , is a treat .",70696,0.79167,Positive,3,1
3118,"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .","An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",63892,0.81944,Very_Positive,4,1
3119,"A meditation on faith and madness , Frailty is blood-curdling stuff .","A meditation on faith and madness , Frailty is blood-curdling stuff .",63171,0.61111,Positive,3,1
3120,"The production design , score and choreography are simply intoxicating .","The production design , score and choreography are simply intoxicating .",69852,0.98611,Very_Positive,4,1
3121,"A comedy that is warm , inviting , and surprising .","A comedy that is warm , inviting , and surprising .",62857,0.84722,Very_Positive,4,1
3122,So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,So vivid a portrait of a woman consumed by lust and love and crushed by betrayal that it conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt .,68862,0.81944,Very_Positive,4,1
3123,"Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .","Suspend your disbelief here and now , or you 'll be shaking your head all the way to the credits .",69075,0.30556,Negative,1,1
3124,Trades run-of-the-mill revulsion for extreme unease .,Trades run-of-the-mill revulsion for extreme unease .,70441,0.5,Neutral,2,1
3125,... one of the more influential works of the ` Korean New Wave ' .,... one of the more influential works of the ` Korean New Wave ' .,62596,0.81944,Very_Positive,4,1
3126,"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .","Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all .",66332,0.79167,Positive,3,1
3127,A beautifully tooled action thriller about love and terrorism in Korea .,A beautifully tooled action thriller about love and terrorism in Korea .,62783,0.86111,Very_Positive,4,1
3128,"Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .","Director-writer Bille August ... depicts this relationship with economical grace , letting his superb actors convey Martin 's deterioration and Barbara 's sadness -- and , occasionally , anger .",65105,0.58333,Neutral,2,1
3129,"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .","Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",70624,0.91667,Very_Positive,4,1
3130,"Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .","Birthday Girl does n't try to surprise us with plot twists , but rather seems to enjoy its own transparency .",64366,0.69444,Positive,3,1
3131,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .","smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play .",92873,0.84722,Very_Positive,4,1
3132,Topics that could make a sailor blush - but lots of laughs .,Topics that could make a sailor blush - but lots of laughs .,70430,0.83333,Very_Positive,4,1
3133,"Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .","Michael Moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he 's got as potent a topic as ever here .",67554,0.66667,Positive,3,1
3134,"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .","A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",63032,0.81944,Very_Positive,4,1
3135,"About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .","About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .",63625,0.51389,Neutral,2,1
3136,"None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?","None of this is meaningful or memorable , but frosting is n't , either , and you would n't turn down a big bowl of that , would you ?",67870,0.68056,Positive,3,1
3137,The film is a fierce dance of destruction .,The film is a fierce dance of destruction .,226268,0.625,Positive,3,1
3138,"Its flame-like , roiling black-and-white inspires trembling and gratitude .","Its flame-like , roiling black-and-white inspires trembling and gratitude .",224410,0.77778,Positive,3,1
3139,"May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .","May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .",67483,0.66667,Positive,3,1
3140,... manages to fall closer in quality to Silence than to the abysmal Hannibal .,... manages to fall closer in quality to Silence than to the abysmal Hannibal .,62595,0.59722,Neutral,2,1
3141,"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .","You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",71149,0.30556,Negative,1,1
3142,Diane Lane works nothing short of a minor miracle in Unfaithful .,Diane Lane works nothing short of a minor miracle in Unfaithful .,65051,0.80556,Very_Positive,4,1
3143,Takashi Miike keeps pushing the envelope : Ichi the Killer,Takashi Miike keeps pushing the envelope : Ichi the Killer,69116,0.72222,Positive,3,1
3144,"A fantastic premise anchors this movie , but what it needs is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .","A fantastic premise anchors this movie , but what it needs is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies .",62967,0.59722,Neutral,2,1
3145,Exhilarating but blatantly biased .,Exhilarating but blatantly biased .,65427,0.61111,Positive,3,1
3146,Much of what we see is horrible but it 's also undeniably exceedingly clever .,Much of what we see is horrible but it 's also undeniably exceedingly clever .,67710,0.76389,Positive,3,1
3147,"It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .","It understands , in a way that speaks forcefully enough about the mechanisms of poverty to transcend the rather simplistic filmmaking .",66781,0.56944,Neutral,2,1
3148,"Ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory .","Ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory .",68336,0.72222,Positive,3,1
3149,... a thoughtful what-if for the heart as well as the mind .,... a thoughtful what-if for the heart as well as the mind .,62563,0.80556,Very_Positive,4,1
3150,"Like its bizarre heroine , it irrigates our souls .","Like its bizarre heroine , it irrigates our souls .",67266,0.66667,Positive,3,1
3151,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .,65948,0.97222,Very_Positive,4,1
3153,A very capable nailbiter .,A very capable nailbiter .,63539,0.65278,Positive,3,1
3154,"Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .","Because the genre is well established , what makes the movie fresh is smart writing , skewed characters , and the title performance by Kieran Culkin .",64305,0.83333,Very_Positive,4,1
3155,"`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .","`` White Oleander , '' the movie , is akin to a Reader 's Digest condensed version of the source material .",227645,0.23611,Negative,1,1
3156,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,224202,0.34722,Negative,1,1
3157,You do n't want to call the cops .,You do n't want to call the cops .,71142,0.52778,Neutral,2,1
3158,You want to call Domino 's .,You want to call Domino 's .,71152,0.40278,Neutral,2,1
3159,"What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .","What 's most refreshing about Real Women Have Curves is its unforced comedy-drama and its relaxed , natural-seeming actors .",70789,0.79167,Positive,3,1
3160,"The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .","The low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",69684,0.75,Positive,3,1
3161,Secretary is just too original to be ignored .,Secretary is just too original to be ignored .,68671,0.72222,Positive,3,1
3162,"That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .","That rare film whose real-life basis is , in fact , so interesting that no embellishment is needed .",69218,0.68056,Positive,3,1
3163,"Smart and fun , but far more witty than it is wise .","Smart and fun , but far more witty than it is wise .",68843,0.65278,Positive,3,1
3164,This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,226664,0.66667,Positive,3,1
3165,"And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .","And thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",222371,0.93056,Very_Positive,4,1
3166,"Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .","Originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller .",68042,0.72222,Positive,3,1
3167,Walter Hill 's Undisputed is like a 1940s Warner Bros. .,Walter Hill 's Undisputed is like a 1940s Warner Bros. .,226936,0.65278,Positive,3,1
3168,"B picture , and I mean that as a compliment .","B picture , and I mean that as a compliment .",222525,0.55556,Neutral,2,1
3169,This one is not nearly as dreadful as expected .,This one is not nearly as dreadful as expected .,226694,0.72222,Positive,3,1
3170,"In fact , it 's quite fun in places .","In fact , it 's quite fun in places .",224015,0.76389,Positive,3,1
3172,A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .,A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .,62789,0.59722,Neutral,2,1
3173,The best of the Pierce Brosnan James Bond films to date .,The best of the Pierce Brosnan James Bond films to date .,69406,0.66667,Positive,3,1
3174,"Thanks to a small star with big heart , this family film sequel is plenty of fun for all .","Thanks to a small star with big heart , this family film sequel is plenty of fun for all .",69197,0.875,Very_Positive,4,1
3175,"While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .","While the now 72-year-old Robert Evans been slowed down by a stroke , he has at least one more story to tell : his own .",70908,0.61111,Positive,3,1
3176,"It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .","It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .",66516,0.875,Very_Positive,4,1
3177,"The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .","The people in Jessica are so recognizable and true that , as in real life , we 're never sure how things will work out .",69809,0.61111,Positive,3,1
3178,A tone poem of transgression .,A tone poem of transgression .,63523,0.75,Positive,3,1
3179,"Creeps you out in high style , even if Nakata did it better .","Creeps you out in high style , even if Nakata did it better .",64873,0.52778,Neutral,2,1
3180,Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,Rubbo runs through a remarkable amount of material in the film 's short 90 minutes .,68519,0.69444,Positive,3,1
3181,"Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .","Visually engrossing , seldom hammy , honorably Mexican and burns its Kahlories with conviction .",70639,0.61111,Positive,3,1
3182,This is Christmas Future for a lot of baby boomers .,This is Christmas Future for a lot of baby boomers .,70204,0.63889,Positive,3,1
3183,"Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .","Despite a quieter middle section , involving Aragorn 's dreams of Arwen , this is even better than The Fellowship .",223115,0.73611,Positive,3,1
3184,There are scenes of cinematic perfection that steal your heart away .,There are scenes of cinematic perfection that steal your heart away .,226584,0.84722,Very_Positive,4,1
3185,"Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .","Spider-Man is in the same category as X-Men - occasionally brilliant but mostly average , showing signs of potential for the sequels , but not giving us much this time around .",68938,0.54167,Neutral,2,1
3186,The obnoxious title character provides the drama that gives added clout to this doc .,The obnoxious title character provides the drama that gives added clout to this doc .,69774,0.69444,Positive,3,1
3187,"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .","Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .",64014,0.91667,Very_Positive,4,1
3188,"The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .","The fun of the movie is the chance it affords to watch Jackson , who also served as executive producer , take his smooth , shrewd , powerful act abroad .",69620,0.80556,Very_Positive,4,1
3189,"Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .","Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory .",68563,0.79167,Positive,3,1
3190,"It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .","It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",66653,0.97222,Very_Positive,4,1
3191,"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .","Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",224867,0.80556,Very_Positive,4,1
3192,A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,A frustrating yet deeply watchable melodrama that makes you think it 's a tougher picture than it is .,63055,0.58333,Neutral,2,1
3193,A giddy and provocative sexual romp that has something to say .,A giddy and provocative sexual romp that has something to say .,63073,0.68056,Positive,3,1
3195,Otto-Sallies has a real filmmaker 's eye .,Otto-Sallies has a real filmmaker 's eye .,68051,0.75,Positive,3,1
3196,"This is a smart movie that knows its classical music , knows its Freud and knows its Sade .","This is a smart movie that knows its classical music , knows its Freud and knows its Sade .",70217,0.76389,Positive,3,1
3197,"The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .","The film has an infectious enthusiasm and we 're touched by the film 's conviction that all life centered on that place , that time and that sport .",69546,0.76389,Positive,3,1
3198,Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .,64292,0.70833,Positive,3,1
3199,"The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .","The camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .",69416,0.84722,Very_Positive,4,1
3200,A flawed but engrossing thriller .,A flawed but engrossing thriller .,63039,0.73611,Positive,3,1
3201,"Demonstrates the unusual power of thoughtful , subjective filmmaking .","Demonstrates the unusual power of thoughtful , subjective filmmaking .",64999,0.81944,Very_Positive,4,1
3202,"Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .","Expect no major discoveries , nor any stylish sizzle , but the film sits with square conviction and touching good sense on the experience of its women .",65432,0.69444,Positive,3,1
3203,The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .,The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .,69986,0.66667,Positive,3,1
3204,"This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .","This is the kind of subject matter that could so easily have been fumbled by a lesser filmmaker , but Ayres makes the right choices at every turn .",70267,0.79167,Positive,3,1
3205,Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .,Cox creates a fluid and mesmerizing sequence of images to match the words of Nijinsky 's diaries .,64845,0.68056,Positive,3,1
3206,"What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .","What Bloody Sunday lacks in clarity , it makes up for with a great , fiery passion .",70796,0.55556,Neutral,2,1
3207,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,Its adult themes of familial separation and societal betrayal are head and shoulders above much of the director 's previous popcorn work .,66798,0.70833,Positive,3,1
3208,Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .,65088,0.94444,Very_Positive,4,1
3209,The film grows on you .,The film grows on you .,226265,0.70833,Positive,3,1
3210,And how .,And how .,222356,0.5,Neutral,2,1
3211,One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .,One thing you have to give them credit for : The message of the movie is consistent with the messages espoused in the company 's previous video work .,68030,0.72222,Positive,3,1
3212,"Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .","Halloween : Resurrection is n't exactly quality cinema , but it is n't nearly as terrible as it cold have been .",65888,0.43056,Neutral,2,1
